106,247,
105,242,
100,256,
104,268,
101,224,
103,261,
105,253,
106,274,
102,251,
102,242,
105,270,
103,274,
101,265,
101,275,
107,265,
109,286,
105,253,
104,260,
103,248,
105,248,
103,258,
98,268,
107,247,
103,262,
109,253,
107,249,
106,227,
111,240,
102,231,
100,234,
106,229,
110,240,
103,257,
107,240,
104,223,
106,246,
102,229,
105,227,
103,240,
101,233,
101,246,
103,228,
102,238,
103,241,
97,263,
110,237,
101,249,
102,258,
109,260,
101,240,
112,257,
98,254,
106,276,
103,268,
101,256,
113,248,
98,251,
104,253,
100,225,
99,228,
107,239,
101,233,
100,260,
103,256,
102,221,
103,263,
102,244,
102,252,
104,251,
99,245,
111,252,
99,248,
103,249,
106,259,
102,225,
105,250,
106,231,
109,242,
106,247,
103,241,
112,254,
100,239,
104,231,
104,226,
102,245,
112,231,
100,222,
103,233,
110,238,
105,251,
102,264,
101,257,
104,277,
105,240,
103,257,
102,262,
103,256,
107,258,
103,245,
101,241,
108,251,
102,268,
105,272,
101,263,
103,255,
102,252,
102,238,
102,246,
107,235,
100,233,
107,239,
105,225,
108,239,
102,224,
103,253,
109,228,
104,238,
104,249,
107,229,
101,224,
102,243,
104,244,
106,244,
103,257,
101,235,
106,245,
103,240,
101,227,
110,245,
102,259,
104,272,
103,265,
102,260,
104,272,
101,241,
104,269,
113,245,
104,248,
109,255,
100,248,
107,239,
102,226,
100,223,
107,246,
103,241,
109,243,
103,230,
104,231,
108,236,
101,247,
106,268,
112,262,
97,258,
115,245,
104,274,
103,279,
106,258,
101,233,
103,239,
109,238,
109,233,
103,258,
108,264,
103,261,
103,245,
108,271,
100,269,
103,268,
107,266,
101,258,
103,273,
103,254,
104,253,
110,251,
97,242,
104,224,
99,226,
100,224,
107,221,
103,239,
105,250,
103,263,
106,262,
109,267,
104,266,
110,280,
103,268,
105,283,
111,278,
102,260,
106,235,
98,248,
99,230,
113,237,
101,242,
107,221,
102,214,
106,219,
105,226,
100,242,
101,249,
105,248,
107,256,
106,245,
98,233,
104,261,
102,245,
100,240,
98,237,
101,230,
108,249,
107,226,
103,224,
108,242,
103,256,
